,userId,movieId,rating,timestamp
0,1,31,2.5,1260759144
1,1,1061,3.0,1260759182
2,1,1129,2.0,1260759185
3,1,1172,4.0,1260759205
4,1,1263,2.0,1260759151
5,1,1339,3.5,1260759125
6,1,1343,2.0,1260759131
7,1,1371,2.5,1260759135
8,1,1405,1.0,1260759203
9,1,1953,4.0,1260759191
10,1,2193,2.0,1260759198
11,1,2294,2.0,1260759108
12,1,2968,1.0,1260759200
13,1,3671,3.0,1260759117
14,2,10,4.0,835355493
15,2,39,5.0,835355604
16,2,47,4.0,835355552
17,2,50,4.0,835355586
18,2,62,3.0,835355749
19,2,110,4.0,835355532
20,2,144,3.0,835356016
21,2,150,5.0,835355395
22,2,153,4.0,835355441
23,2,161,3.0,835355493
24,2,165,3.0,835355441
25,2,185,3.0,835355511
26,2,186,3.0,835355664
27,2,208,3.0,835355511
28,2,223,1.0,835355749
29,2,225,3.0,835355552
30,2,235,3.0,835355664
31,2,253,4.0,835355511
32,2,261,4.0,835355681
33,2,265,5.0,835355697
34,2,266,5.0,835355586
35,2,273,4.0,835355779
36,2,292,3.0,835355492
37,2,296,4.0,835355395
38,2,300,3.0,835355532
39,2,314,4.0,835356044
40,2,319,1.0,835355918
41,2,339,3.0,835355492
42,2,349,4.0,835355441
43,2,350,4.0,835355697
44,2,357,3.0,835355749
45,2,364,3.0,835355604
46,2,367,3.0,835355619
47,2,370,2.0,835355932
48,2,371,3.0,835355968
49,2,372,3.0,835356094
50,2,377,3.0,835355710
51,2,382,3.0,835356165
52,2,405,2.0,835356246
53,2,410,3.0,835355532
54,2,454,4.0,835355604
55,2,457,3.0,835355511
56,2,468,4.0,835355790
57,2,474,2.0,835355828
58,2,480,4.0,835355643
59,2,485,3.0,835355918
60,2,500,4.0,835355731
61,2,508,4.0,835355860
62,2,509,4.0,835355719
63,2,515,4.0,835355817
64,2,527,4.0,835355731
65,2,537,4.0,835356199
66,2,539,3.0,835355767
67,2,550,3.0,835356109
68,2,552,3.0,835355860
69,2,585,5.0,835355817
70,2,586,3.0,835355790
71,2,587,3.0,835355779
72,2,588,3.0,835355441
73,2,589,5.0,835355697
74,2,590,5.0,835355395
75,2,592,5.0,835355395
76,2,593,3.0,835355511
77,2,616,3.0,835355932
78,2,661,4.0,835356141
79,2,720,4.0,835355978
80,3,60,3.0,1298861675
81,3,110,4.0,1298922049
82,3,247,3.5,1298861637
83,3,267,3.0,1298861761
84,3,296,4.5,1298862418
85,3,318,5.0,1298862121
86,3,377,2.5,1298923242
87,3,527,3.0,1298862528
88,3,588,3.0,1298922100
89,3,592,3.0,1298923247
90,3,593,3.0,1298921840
91,3,595,2.0,1298923260
92,3,736,3.5,1298932787
93,3,778,4.0,1298863157
94,3,866,3.0,1298861687
95,3,1197,5.0,1298932770
96,3,1210,3.0,1298921795
97,3,1235,4.0,1298861628
98,3,1271,3.0,1298861605
99,3,1580,3.5,1298922089
100,3,1721,4.5,1298923236
101,3,1884,4.0,1298863143
102,3,2318,4.0,1298861753
103,3,2513,3.0,1298861789
104,3,2694,3.0,1298862710
105,3,2702,3.5,1298861796
106,3,2716,3.0,1298924017
107,3,2762,3.5,1298922057
108,3,2841,4.0,1298861733
109,3,2858,4.0,1298921825
110,3,2959,5.0,1298862874
111,3,3243,3.0,1298861968
112,3,3510,4.0,1298861633
113,3,3949,5.0,1298863174
114,3,5669,3.5,1298862672
115,3,6377,3.0,1298922080
116,3,7153,2.5,1298921787
117,3,7361,3.0,1298922065
118,3,8622,3.5,1298861650
119,3,48783,4.5,1298862361
120,3,50068,4.5,1298862467
121,3,58559,3.0,1298922071
122,3,84236,4.0,1298922130
123,4,10,4.0,949810645
124,4,34,5.0,949919556
125,4,112,5.0,949810582
126,4,141,5.0,949919681
127,4,153,4.0,949811346
128,4,173,3.0,949811346
129,4,185,3.0,949920047
130,4,260,5.0,949779042
131,4,289,4.0,949778802
132,4,296,5.0,949895708
133,4,329,3.0,949810618
134,4,349,5.0,949810582
135,4,357,5.0,949919681
136,4,364,5.0,949949538
137,4,367,4.0,949895887
138,4,380,3.0,949810534
139,4,410,3.0,949919883
140,4,431,3.0,949895772
141,4,434,4.0,949810688
142,4,440,4.0,949919802
143,4,442,4.0,949920028
144,4,464,4.0,949811315
145,4,480,5.0,949810582
146,4,541,5.0,949779091
147,4,588,5.0,949949486
148,4,589,5.0,949919938
149,4,590,3.0,949810534
150,4,594,5.0,949949538
151,4,610,4.0,949982238
152,4,616,5.0,949949444
153,4,858,5.0,949779022
154,4,903,5.0,949919189
155,4,910,4.0,949919306
156,4,913,5.0,949919247
157,4,919,5.0,949949396
158,4,1011,4.0,949919454
159,4,1016,4.0,949919322
160,4,1030,5.0,949896377
161,4,1031,5.0,949896377
162,4,1032,5.0,949949538
163,4,1033,5.0,949949638
164,4,1036,5.0,949896244
165,4,1073,5.0,949919372
166,4,1079,5.0,949811523
167,4,1089,5.0,949895732
168,4,1125,5.0,949919399
169,4,1127,5.0,949896275
170,4,1136,5.0,949919372
171,4,1194,5.0,949919419
172,4,1196,5.0,949779173
173,4,1197,5.0,949811490
174,4,1198,5.0,949779173
175,4,1200,5.0,949896244
176,4,1206,5.0,949896159
177,4,1208,5.0,949779173
178,4,1210,5.0,949778714
179,4,1213,5.0,949895708
180,4,1214,5.0,949810261
181,4,1219,5.0,949779173
182,4,1220,5.0,949811523
183,4,1222,5.0,949918693
184,4,1225,5.0,949779173
185,4,1230,5.0,949919372
186,4,1240,5.0,949896244
187,4,1259,4.0,949811559
188,4,1265,5.0,949919591
189,4,1270,5.0,949811523
190,4,1285,4.0,949811559
191,4,1288,5.0,949811490
192,4,1291,5.0,949918743
193,4,1298,4.0,949918927
194,4,1307,4.0,949811602
195,4,1344,5.0,949919247
196,4,1356,4.0,949810582
197,4,1371,4.0,949810302
198,4,1372,3.0,949920004
199,4,1374,4.0,949918787
200,4,1376,3.0,949918904
201,4,1387,5.0,949810261
202,4,1388,4.0,949810302
203,4,1396,5.0,949895772
204,4,1580,5.0,949919978
205,4,1663,4.0,949811559
206,4,1674,5.0,949896244
207,4,1858,5.0,949919738
208,4,1917,4.0,949810688
209,4,1918,2.0,949895956
210,4,1953,5.0,949810261
211,4,1954,5.0,949810261
212,4,1961,5.0,949918743
213,4,1967,3.0,949949538
214,4,1968,5.0,949811559
215,4,1994,5.0,949896309
216,4,2000,5.0,949811602
217,4,2002,3.0,949895907
218,4,2003,2.0,949918970
219,4,2005,5.0,949896070
220,4,2014,4.0,949919454
221,4,2034,4.0,949896183
222,4,2046,5.0,949810618
223,4,2054,3.0,949896114
224,4,2064,5.0,949918648
225,4,2078,5.0,949949444
226,4,2086,5.0,949896114
227,4,2087,5.0,949949638
228,4,2091,5.0,949896183
229,4,2094,4.0,949920028
230,4,2096,5.0,949949538
231,4,2100,5.0,949896114
232,4,2102,5.0,949949396
233,4,2110,3.0,949896309
234,4,2114,5.0,949918927
235,4,2115,5.0,949918994
236,4,2124,4.0,949919763
237,4,2141,4.0,949982239
238,4,2143,4.0,949896114
239,4,2144,5.0,949811603
240,4,2161,5.0,949896070
241,4,2174,5.0,949896070
242,4,2193,3.0,949896070
243,4,2194,5.0,949918764
244,4,2248,4.0,949811559
245,4,2263,3.0,949896309
246,4,2268,5.0,949895772
247,4,2289,5.0,949919556
248,4,2348,4.0,949918927
249,4,2371,4.0,949811603
250,4,2403,4.0,949918994
251,4,2409,4.0,949810302
252,4,2454,5.0,949982274
253,4,2467,5.0,949918875
254,4,2551,4.0,949896275
255,4,2616,1.0,949895993
256,4,2628,5.0,949810582
257,4,2699,4.0,949896497
258,4,2716,5.0,949811523
259,4,2723,5.0,949810582
260,4,2770,1.0,949896521
261,4,2788,5.0,949919399
262,4,2791,5.0,949811490
263,4,2795,4.0,949811603
264,4,2797,5.0,949896070
265,4,2804,5.0,949811738
266,4,2867,3.0,949918875
267,4,2877,5.0,949896377
268,4,2902,2.0,949896309
269,4,2916,4.0,949810534
270,4,2968,5.0,949896070
271,4,2986,3.0,949896015
272,4,2987,5.0,949918807
273,4,2991,5.0,949810261
274,4,3016,3.0,949896543
275,4,3034,5.0,949949444
276,4,3040,5.0,949919419
277,4,3060,5.0,949919656
278,4,3071,4.0,949918715
279,4,3101,4.0,949896275
280,4,3104,4.0,949811603
281,4,3169,4.0,949918904
282,4,3208,2.0,949778946
283,4,3210,4.0,949811523
284,4,3251,5.0,949918970
285,4,3255,4.0,949919738
286,4,3263,3.0,949919845
287,4,3265,5.0,949895732
288,4,4006,2.0,949982238
289,5,3,4.0,1163374957
290,5,39,4.0,1163374952
291,5,104,4.0,1163374639
292,5,141,4.0,1163374242
293,5,150,4.0,1163374404
294,5,231,3.5,1163373762
295,5,277,4.5,1163373208
296,5,344,3.5,1163373636
297,5,364,4.0,1163373752
298,5,367,4.0,1163373755
299,5,377,4.0,1163373610
300,5,440,4.0,1163374477
301,5,500,4.5,1163373718
302,5,586,4.0,1163374392
303,5,588,3.5,1163373551
304,5,595,4.0,1163374190
305,5,597,5.0,1163373711
306,5,788,3.5,1163374993
307,5,858,2.5,1163373651
308,5,903,3.5,1163373135
309,5,919,4.0,1163374286
310,5,1035,5.0,1163373103
311,5,1221,2.5,1163374239
312,5,1247,4.0,1163374582
313,5,1307,4.0,1163374495
314,5,1393,3.5,1163374165
315,5,1485,4.5,1163374608
316,5,1682,4.0,1163374214
317,5,1721,4.0,1163373744
318,5,1784,4.5,1163374251
319,5,1923,4.5,1163373726
320,5,1961,4.0,1163373675
321,5,1968,4.0,1163374324
322,5,1997,3.5,1163374593
323,5,2273,4.0,1163373276
324,5,2294,4.0,1163373251
325,5,2355,3.5,1163374184
326,5,2424,4.0,1163373193
327,5,2502,3.5,1163374290
328,5,2694,4.5,1163373293
329,5,2706,4.0,1163374246
330,5,2762,3.5,1163373743
331,5,2770,3.5,1163374947
332,5,2997,3.5,1163374127
333,5,3176,3.5,1163374408
334,5,3408,4.0,1163374137
335,5,3753,3.5,1163373148
336,5,3897,4.5,1163374235
337,5,3948,3.5,1163374198
338,5,4018,4.0,1163375025
339,5,4022,3.5,1163373696
340,5,4025,4.5,1163375145
341,5,4306,3.5,1163374103
342,5,4308,3.5,1163374354
343,5,4447,4.5,1163375033
344,5,4718,3.5,1163375131
345,5,4963,3.0,1163373548
346,5,4995,4.5,1163373616
347,5,5266,3.5,1163374995
348,5,5299,4.5,1163373299
349,5,5464,4.0,1163374443
350,5,5669,3.5,1163374206
351,5,5679,4.5,1163374389
352,5,5816,3.0,1163373688
353,5,5995,4.0,1163374533
354,5,6373,4.0,1163374572
355,5,6377,4.0,1163373626
356,5,6502,4.0,1163374455
357,5,6711,2.5,1163373238
358,5,6942,4.0,1163374511
359,5,8376,4.0,1163374742
360,5,8622,3.5,1163374118
361,5,8644,4.0,1163374426
362,5,30707,4.5,1163374340
363,5,30749,4.5,1163374702
364,5,30793,3.5,1163374177
365,5,33166,5.0,1163374211
366,5,33679,4.0,1163374517
367,5,34162,4.5,1163374227
368,5,35836,4.0,1163374275
369,5,40819,4.5,1163374283
370,5,41566,4.0,1163374144
371,5,41569,4.0,1163374167
372,5,48385,4.5,1163374357
373,6,111,4.0,1109258212
374,6,158,2.0,1108134263
375,6,173,2.0,1109258228
376,6,293,5.0,1108134539
377,6,903,4.0,1108134299
378,6,1204,5.0,1108134266
379,6,1250,4.5,1108134284
380,6,1259,4.5,1109258196
381,6,1276,4.5,1108134309
382,6,1285,4.5,1108134339
383,6,1358,2.0,1109258181
384,6,1639,2.0,1109258179
385,6,1687,2.0,1109258281
386,6,1747,2.0,1109258194
387,6,1876,0.5,1108134334
388,6,1909,3.0,1108134344
389,6,2001,3.0,1108134289
390,6,2019,4.0,1109258270
391,6,2072,4.0,1109258285
392,6,2174,4.0,1109258175
393,6,2502,3.5,1108134291
394,6,2528,3.0,1109258245
395,6,2657,2.0,1108134271
396,6,2723,3.0,1109258257
397,6,2761,4.5,1108134545
398,6,2890,3.0,1109258199
399,6,3052,1.0,1108134337
400,6,3300,3.5,1109258250
401,6,3751,1.5,1109258190
402,6,5952,5.0,1108134311
403,6,7090,3.0,1108134534
404,6,7153,5.0,1108134519
405,6,7361,4.0,1108134524
406,6,8368,3.5,1108134526
407,6,8784,3.0,1108134531
408,6,8874,4.5,1108134521
409,7,1,3.0,851866703
410,7,10,3.0,851869035
411,7,21,3.0,851867289
412,7,31,3.0,851868750
413,7,34,4.0,851867861
414,7,104,3.0,851866744
415,7,110,5.0,851868188
416,7,112,4.0,851866720
417,7,141,4.0,851866704
418,7,151,4.0,851868206
419,7,198,2.0,851868704
420,7,260,5.0,851869062
421,7,316,2.0,851869161
422,7,318,5.0,851868187
423,7,329,3.0,851868524
424,7,333,3.0,851867345
425,7,345,3.0,851867621
426,7,357,3.0,851867436
427,7,364,3.0,851868020
428,7,367,3.0,851867790
429,7,377,3.0,851869291
430,7,380,4.0,851869291
431,7,480,4.0,851869161
432,7,500,3.0,851867669
433,7,539,3.0,851867688
434,7,541,4.0,851869035
435,7,588,4.0,851868044
436,7,589,3.0,851869140
437,7,590,4.0,851868186
438,7,592,3.0,851868863
439,7,594,4.0,851868020
440,7,595,3.0,851868044
441,7,610,3.0,851868074
442,7,671,4.0,851866806
443,7,720,5.0,851868019
444,7,724,2.0,851866784
445,7,736,1.0,851866704
446,7,737,1.0,851866763
447,7,780,3.0,851866703
448,7,786,2.0,851866744
449,7,924,4.0,851868289
450,7,1036,3.0,851869102
451,7,1073,3.0,851866744
452,7,1079,4.0,851867320
453,7,1080,4.0,851867289
454,7,1125,3.0,851867553
455,7,1129,3.0,851869103
456,7,1136,4.0,851867289
457,7,1196,5.0,851869034
458,7,1197,3.0,851867289
459,7,1198,5.0,851869035
460,7,1210,5.0,851869034
461,7,1220,4.0,851867379
462,7,1225,5.0,851868246
463,7,1231,4.0,851868321
464,7,1240,4.0,851869062
465,7,1242,5.0,851868289
466,7,1270,3.0,851867436
467,7,1275,4.0,851869080
468,7,1288,4.0,851867401
469,7,1291,3.0,851867320
470,7,1298,3.0,851868471
471,7,1307,3.0,851867401
472,7,1353,3.0,851866935
473,7,1371,3.0,851869160
474,7,1372,3.0,851869102
475,7,1373,2.0,851869230
476,7,1374,4.0,851869035
477,7,1375,3.0,851869140
478,7,1376,3.0,851869062
479,7,1394,3.0,851867688
480,7,1405,5.0,851866978
481,7,1408,1.0,851869140
482,8,32,5.0,1154465405
483,8,45,2.5,1154389572
484,8,47,5.0,1154464836
485,8,50,5.0,1154400173
486,8,110,4.0,1154473268
487,8,260,3.5,1154464829
488,8,282,2.0,1154389420
489,8,296,4.0,1154465380
490,8,318,5.0,1154464714
491,8,457,4.5,1154400475
492,8,520,3.5,1154389356
493,8,524,2.0,1154400357
494,8,527,5.0,1154400170
495,8,543,5.0,1154389386
496,8,589,4.0,1154464853
497,8,593,4.5,1154464833
498,8,628,4.0,1154400284
499,8,805,3.5,1154389432
500,8,858,5.0,1154400181
501,8,1196,3.5,1154464841
502,8,1197,4.0,1154464887
503,8,1198,4.0,1154464730
504,8,1210,4.0,1154464769
505,8,1219,4.0,1154465573
506,8,1225,4.0,1154465394
507,8,1259,4.0,1154464811
508,8,1265,3.0,1154465230
509,8,1270,4.0,1154464747
510,8,1291,4.0,1154464720
511,8,1358,0.5,1154474527
512,8,1387,4.0,1154465285
513,8,1393,3.0,1154400324
514,8,1500,4.0,1154465235
515,8,1552,3.0,1154389408
516,8,1617,3.5,1154464990
517,8,1625,5.0,1154389385
518,8,1674,4.0,1154389491
519,8,1704,4.0,1154473252
520,8,1876,3.5,1154389528
521,8,1961,5.0,1154473322
522,8,2100,3.0,1154389460
523,8,2194,4.5,1154464735
524,8,2302,4.5,1154400414
525,8,2324,4.0,1154464850
526,8,2353,3.5,1154389340
527,8,2423,3.5,1154400351
528,8,2502,5.0,1154464889
529,8,2716,3.5,1154464944
530,8,2762,4.5,1154464717
531,8,2770,2.5,1154389541
532,8,2791,4.5,1154465558
533,8,2797,3.5,1154400340
534,8,2804,3.5,1154473419
535,8,2841,3.0,1154400360
536,8,2858,4.5,1154464950
537,8,2959,4.0,1154464901
538,8,3147,4.5,1154400266
539,8,3578,5.0,1154400441
540,8,3916,3.5,1154400198
541,8,3948,4.0,1154389482
542,8,3996,4.0,1154465526
543,8,4011,4.5,1154464873
544,8,4019,3.5,1154400245
545,8,4034,4.5,1154465279
546,8,4226,5.0,1154464905
547,8,4262,4.0,1154464915
548,8,4448,2.5,1154400334
549,8,4886,3.5,1154464808
550,8,4896,3.5,1154400398
551,8,4963,4.5,1154400383
552,8,4973,4.0,1154465373
553,8,4993,3.5,1154464819
554,8,4995,3.5,1154389449
555,8,5064,5.0,1154400236
556,8,5378,3.5,1154389552
557,8,5464,4.0,1154464756
558,8,5630,4.0,1154400407
559,8,5650,4.0,1154465399
560,8,5669,3.0,1154465385
561,8,5952,4.0,1154464762
562,8,5989,3.5,1154400444
563,8,6377,4.0,1154389474
564,8,6378,3.0,1154400191
565,8,6870,4.0,1154464895
566,8,6874,5.0,1154465296
567,8,6879,3.0,1154400253
568,8,7143,3.5,1154400294
569,8,7153,4.0,1154464753
570,8,7361,4.0,1154465367
571,8,7438,4.0,1154464994
572,8,8533,2.5,1154400471
573,8,8784,4.5,1154464868
574,8,8873,4.0,1154465499
575,8,8874,3.0,1154465548
576,8,32587,3.5,1154465243
577,8,33166,4.5,1154473310
578,8,33493,4.5,1154400263
579,8,33794,4.5,1154464726
580,8,34162,3.5,1154400423
581,8,40583,3.5,1154473088
582,8,40819,3.5,1154473264
583,8,42007,2.0,1154473042
584,8,43556,3.5,1154473022
585,8,43871,3.0,1154473014
586,8,44004,3.0,1154473017
587,9,1,4.0,938629179
588,9,47,3.0,938628897
589,9,318,4.0,938628966
590,9,515,4.0,938628577
591,9,527,5.0,938628843
592,9,593,4.0,938628843
593,9,608,5.0,938628843
594,9,733,2.0,938628337
595,9,1059,5.0,938629250
596,9,1177,3.0,938629470
597,9,1357,4.0,938628655
598,9,1358,4.0,938628450
599,9,1541,2.0,938628777
600,9,1584,4.0,938629341
601,9,1680,4.0,938629054
602,9,1682,5.0,938628690
603,9,1704,4.0,938628966
604,9,1721,3.0,938629470
605,9,1784,5.0,938628966
606,9,2125,4.0,938629522
607,9,2249,4.0,938629053
608,9,2268,3.0,938629053
609,9,2273,3.0,938628777
610,9,2278,4.0,938628897
611,9,2291,4.0,938629341
612,9,2294,2.0,938629250
613,9,2302,4.0,938628843
614,9,2391,4.0,939122916
615,9,2396,4.0,938628577
616,9,2427,2.0,938629681
617,9,2490,3.0,938629681
618,9,2501,4.0,938628966
619,9,2539,2.0,938629341
620,9,2628,3.0,938628843
621,9,2762,4.0,938627748
622,10,50,5.0,942766420
623,10,152,4.0,942766793
624,10,318,4.0,942766515
625,10,344,3.0,942766603
626,10,345,4.0,942766603
627,10,592,3.0,942767328
628,10,735,4.0,942766974
629,10,1036,3.0,942767258
630,10,1089,3.0,942766420
631,10,1101,2.0,942767328
632,10,1127,4.0,942767328
633,10,1196,4.0,942767258
634,10,1197,4.0,942767258
635,10,1198,4.0,942767258
636,10,1200,4.0,942767258
637,10,1210,4.0,942767258
638,10,1220,3.0,942767328
639,10,1240,4.0,942767258
640,10,1291,4.0,942767258
641,10,1358,5.0,942766420
642,10,1459,3.0,942766725
643,10,1499,3.0,942766845
644,10,1611,5.0,942767029
645,10,1690,3.0,942766679
646,10,1704,4.0,942766472
647,10,1719,5.0,942766472
648,10,1887,2.0,942766845
649,10,1923,5.0,942766515
650,10,2344,5.0,942766991
651,10,2410,2.0,942767328
652,10,2539,4.0,942766845
653,10,2827,3.0,942766251
654,10,2840,3.0,942766213
655,10,2841,4.0,942766029
656,10,2881,3.0,942766164
657,10,2890,4.0,942765978
658,10,2907,2.0,942766213
659,10,2926,5.0,942767121
660,10,2995,2.0,942766251
661,10,3005,3.0,942766059
662,10,3019,4.0,942767571
663,11,50,5.0,1391658537
664,11,70,1.0,1391656827
665,11,126,4.0,1391657561
666,11,169,3.0,1391657297
667,11,296,5.0,1391658423
