youtubeId,movieId,title,trailer_present,video downloaded,Durations,FPS,Width,Height,Aspect Ratio
Ell2a6o_6lY,72720,"Single Man, A (2009)",1,0,123,23,1280,544,2.35
jvWXV-c2hWo,72731,"Lovely Bones, The (2009)",1,0,149,23,1280,720,1.78
kKLDqC0rLIY,72733,Invictus (2009),1,0,150,23,1920,800,2.4
uQBy6jqbmlU,72737,"Princess and the Frog, The (2009)",1,0,144,24,1280,720,1.78
FnJdK1EcmEY,72741,Everybody's Fine (2009),1,0,145,23,1920,1080,1.78
_I_1qzLiWpw,72762,Armored (2009),1,0,153,24,1920,1080,1.78
i4E05P-Hwt4,72919,Did You Hear About the Morgans? (2009),1,0,174,23,1920,1080,1.78
So0vbE2BvFw,72947,Make the Yuletide Gay (2009),1,0,80,29,854,480,1.78
5MB3Ea6L-gw,72998,Avatar (2009),1,0,129,23,1280,544,2.35
_O09NjpB4AI,73015,It's Complicated (2009),1,0,152,23,1280,720,1.78
Y0349E7kFEM,73023,Crazy Heart (2009),1,0,121,23,1920,1080,1.78
3DiQY9nSpX4,73042,Alvin and the Chipmunks: The Squeakquel (2009),1,0,55,23,1280,720,1.78
j852L4afUJs,73101,Looking for Eric (2009),1,0,70,25,640,344,1.86
RHk19uQp7PE,73106,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),1,0,106,23,640,354,1.81
IwH4bxNK8Os,73168,Carriers (2009),1,0,134,23,1920,800,2.4
H4EoVxwJecM,73211,Pontypool (2008),1,0,94,23,720,480,1.5
CtiLjvVwvY4,73268,Daybreakers (2010),1,0,145,29,1920,1080,1.78
Y6U7mAnPtw4,73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),1,0,131,15,640,480,1.33
DVN17lxkwDg,73319,Leap Year (2010),1,0,150,23,1920,800,2.4
yAQcwKY0Dik,73321,"Book of Eli, The (2010)",1,0,152,24,1920,798,2.41
vVGbPFdU96A,73323,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",1,0,78,24,1280,720,1.78
SiZSIQwNk3k,73344,"Prophet, A (Un Prophète) (2009)",1,0,79,29,426,238,1.79
pfevfBvR0Ys,73386,Staten Island (2009),1,0,117,30,854,480,1.78
0P5x71CvZHM,73469,Mr. Warmth: The Don Rickles Project (2007),1,0,58,23,1920,1080,1.78
F7VqAK3WI3Y,73531,"Last of England, The (1988)",1,0,240,25,320,240,1.33
cPz6WEjW6Uk,73572,"My Son, My Son, What Have Ye Done (2009)",1,0,132,25,854,480,1.78
33ESpP63b4E,73664,Dragon Hunters (Chasseurs de dragons) (2008),1,0,52,25,640,360,1.78
EQWtCNHO-sw,73759,Hellsing Ultimate OVA Series (2006),1,0,195,29,320,240,1.33
akiHkFxV24w,73808,"Chaser, The (Chugyeogja) (2008)",1,0,77,29,640,360,1.78
K0eDlFX9GMc,73881,3 Idiots (2009),1,0,177,29,1920,1080,1.78
P6p01-in6-k,73929,Legion (2010),1,0,153,23,1920,1080,1.78
EecrNTxaUy0,74089,Peter Pan (1960),1,0,277,25,368,208,1.77
17XqBdCiHOI,74228,Triangle (2009),1,0,101,29,854,480,1.78
01dljIcgiMw,74275,I Love You Phillip Morris (2009),1,0,144,23,1280,720,1.78
cpkN0JdXRpM,74324,Temple Grandin (2010),1,0,111,29,854,480,1.78
