youtubeId,movieId,title,trailer_present,video downloaded,Durations,FPS,Width,Height,Aspect Ratio,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
Ell2a6o_6lY,72720,"Single Man, A (2009)",1,0,123,23,1280,544,2.35,425,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,6,17,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,1,0,0,0
jvWXV-c2hWo,72731,"Lovely Bones, The (2009)",1,0,149,23,1280,720,1.78,672,5,29,0,0,11,1,2,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,2,6,22,1,1,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,11,5,0,14,7,0,0,0,1,4,0,0,0,1,26,12,5,0,3,0,0
kKLDqC0rLIY,72733,Invictus (2009),1,0,150,23,1920,800,2.4,1617,0,28,4,13,11,0,5,3,0,0,0,0,1,3,0,0,2,0,0,0,1,0,0,0,0,7,130,0,3,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,49,19,21,0,2,0,6,1,0,0,0,0,0,0,0,0,0,14,20,2,0,0,0,0
uQBy6jqbmlU,72737,"Princess and the Frog, The (2009)",1,0,144,24,1280,720,1.78,204,0,0,0,0,0,4,0,4,0,2,0,0,0,9,0,0,27,0,0,1,0,0,0,0,7,0,5,0,0,0,0,0,21,0,0,0,1,0,1,0,0,0,0,1,3,4,0,0,0,1,0,0,1,0,2,28,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,23,10,27,1,7,0,5
FnJdK1EcmEY,72741,Everybody's Fine (2009),1,0,145,23,1920,1080,1.78,1058,0,143,0,0,8,23,3,0,30,7,0,0,5,0,4,0,0,0,0,0,0,0,0,0,5,65,22,86,0,0,0,5,0,0,0,1,0,0,39,0,54,0,0,0,0,0,0,0,3,0,0,0,0,0,0,254,58,3,0,28,0,8,0,0,1,11,9,0,0,0,0,0,0,0,30,0,0,0,0
_I_1qzLiWpw,72762,Armored (2009),1,0,153,24,1920,1080,1.78,1020,0,31,0,0,9,11,70,5,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,4,0,0,1,12,0,0,0,0,0,3,0,0,3,0,2,5,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,4,1,2,1,8,7,0,0,0,0,1,0,8,0,0,0,0,1
i4E05P-Hwt4,72919,Did You Hear About the Morgans? (2009),1,0,174,23,1920,1080,1.78,1515,0,64,0,18,0,0,4,0,0,0,0,0,44,0,0,5,48,0,18,0,26,0,0,1,0,9,183,13,5,0,0,0,0,2,1,5,0,0,3,102,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,174,13,2,0,15,0,0,0,0,1,0,82,4,0,0,0,4,4,0,0,0,0,0,0
So0vbE2BvFw,72947,Make the Yuletide Gay (2009),1,0,80,29,854,480,1.78,588,0,24,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,32,25,0,0,0,29,0,0,25,231,0,0,0,0,0,0,12,0,46,0,0,0,0,0,0,0,0,13,23,0,0,0,1,0,0,10,0,0,0,0
5MB3Ea6L-gw,72998,Avatar (2009),1,0,129,23,1280,544,2.35,441,0,14,0,69,0,2,3,0,0,0,0,0,0,16,1,8,5,0,0,0,1,0,0,12,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
_O09NjpB4AI,73015,It's Complicated (2009),1,0,152,23,1280,720,1.78,1258,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,7,57,0,0,0,0,0,0,0,0,0,0,0,70,93,128,1,0,1,51,0,4,0,1,1,0,0,0,3,0,84,33,32,16,25,0,4,20,0,20,1,8,5,2,0,0,0,24,4,43,0,0,0,0
