youtubeId,movieId,title,trailer_present,video downloaded,Durations,FPS,Width,Height,Aspect Ratio,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
18EKd4TaH0w,32019,Be Cool (2005),1,0,145,24,426,230,1.85,1259,3,126,0,0,1,1,28,0,5,0,0,0,0,2,0,0,1,0,2,0,0,0,0,2,1,0,12,1,0,0,0,0,0,5,0,0,0,1,28,13,52,0,0,0,0,1,0,0,0,0,1,0,0,2,0,20,7,3,0,1,0,5,0,0,7,0,3,0,1,0,0,0,0,5,1,0,0,0,0
_ftZhiogzTY,32025,Walk on Water (2004),1,0,118,15,426,238,1.79,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ElmnmSiexRE,32029,Hostage (2005),1,0,142,22,640,480,1.33,373,0,51,2,0,0,3,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,24,3,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,9,0,0,0,0,0,0,0,0,1,0,33,3,0,4,0,0,25,1,7,0,8,16,3,0,0,0,1,1,1,0,0,0,0,0
N8u2L-CqHX8,32031,Robots (2005),1,0,146,24,320,240,1.33,36,0,1,4,3,0,3,0,0,4,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,3,0,0,0,0,0,0,7,1,0,0,2,1,0,1,0,0,3,0,3,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,0,35,2,0,0,0,0
hLKuBn7_Clw,32153,Once Upon a Forest (1993),1,0,138,30,320,240,1.33,149,0,0,0,0,0,0,0,3,3,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,2,4,0,1,4,4,0,0,2,1,1,0,12,0,1,0,0,0,0,0,0,0,0,0,1,2,0,53,0,0
ewAYnbPBYxo,32160,Twentieth Century (1934),1,0,100,23,1472,1080,1.36,1456,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,61,0,0,1,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0
-AMLH3Cx7_w,32170,Chronicles (Crónicas) (2004),1,0,118,15,320,240,1.33,320,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
uPB-Rt2U7jg,32174,"Green Berets, The (1968)",1,0,176,29,854,480,1.78,2514,0,1,0,31,3,1,8,1,5,0,0,0,0,23,0,3,2,0,0,1,1,2,0,0,0,0,0,1,5,1,0,0,6,0,0,0,10,0,1,0,122,0,0,0,36,10,0,0,0,0,0,0,0,1,2,34,0,0,0,44,0,0,0,0,2,0,9,0,0,0,0,0,0,0,1,0,0,0,0
BanSFjrqBEo,32291,Melinda and Melinda (2004),1,0,126,24,426,230,1.85,1192,0,19,0,0,0,0,3,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,4,16,32,6,0,0,0,0,0,0,0,0,0,0,31,70,67,0,0,0,0,0,0,0,2,0,0,0,0,0,0,135,12,39,1,37,0,2,1,0,0,0,0,0,12,0,0,15,14,5,11,0,0,0,0
iv4SzMPlwp4,32296,Miss Congeniality 2: Armed and Fabulous (2005),1,0,146,29,1280,720,1.78,2116,0,141,0,3,0,0,13,0,4,0,0,0,31,0,0,0,1,0,0,0,0,0,0,9,0,20,87,8,4,0,0,1,0,0,0,0,1,0,61,83,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,162,26,63,0,25,0,34,2,0,3,0,6,5,20,0,0,27,35,0,0,0,0,0,3
bu2Ub6up1lY,32298,Guess Who (2005),1,0,133,30,854,480,1.78,1275,0,167,3,0,2,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,198,18,1,0,0,0,0,0,0,0,0,0,10,168,59,0,3,0,21,0,0,0,0,0,0,0,0,0,0,206,11,22,29,35,1,6,2,2,0,0,22,6,0,0,0,0,17,6,3,0,0,5,0
Wx5NTgtz6U8,32369,Panic in the Streets (1950),1,0,132,23,480,360,1.33,1449,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,357,0,0,0,0,0,0,8,0,0,7,0,2,0,125,0,0,0,83,0,0,0,0,0,0,0,0,0,0,102,0,0,0,77,0,24,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0
p8M12Ca2XgM,32371,Call Northside 777 (1948),1,0,112,23,1440,1080,1.33,922,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,6,42,0,0,0,0
zEzXQ3AEHqc,32381,Bells Are Ringing (1960),1,0,179,29,854,364,2.35,3411,0,55,1,0,2,0,0,0,4,0,0,0,137,0,0,1,1,0,0,0,0,0,0,0,0,12,301,7,0,0,0,0,0,0,0,0,0,0,18,3,49,0,0,1,28,0,0,0,0,0,0,0,0,0,0,523,165,278,4,15,0,7,13,0,5,0,24,0,0,0,0,6,49,0,2,6,0,0,0
sVyRYjJoZfc,32395,Attack of the Mushroom People (Matango) (1963),1,0,127,23,320,176,1.82,680,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,32,0,49,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SVK9sPBy6rg,32444,Carmen (1983),1,0,100,25,320,206,1.55,924,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0
hTuU2LWdQlU,32460,Knockin' on Heaven's Door (1997),1,0,267,23,1920,816,2.35,1813,0,165,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,19,6,1,0,0,0,0,1,0,0,11,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,66,26,19,114,0,0,28,8,0,0,0,5,0,0,0,0,0,50,0,0,0,0,1,0
