youtubeId,movieId,title,trailer_present,video downloaded,Durations,FPS,Width,Height,Aspect Ratio,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
K26_sDKnvMU,1,Toy Story (1995),1,0,90,29,636,480,1.32,194,0,1,1,3,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,7,0,0,0,2,1,0,3,0,8,0,0,0,2,6,1,0,0,0,0,0,0,3,0,9,0,0,1,0,0,1,1,3,1,0,3,0,0,0,0,1,33,0,1,0,5,0,1
3LPANjHlPxo,2,Jumanji (1995),1,0,167,23,1280,720,1.78,629,0,43,0,3,0,0,5,0,2,0,0,0,0,12,1,5,12,1,4,55,1,9,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,6,77,40,0,6,0,1,18,2,1,11,4,3,0,2,0,0,0,9,16,14,4,0,0,3
rEnOoWs3FuA,3,Grumpier Old Men (1995),1,0,111,29,640,360,1.78,709,0,11,0,0,0,0,2,26,0,4,2,0,0,0,9,13,0,0,1,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,48,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,0,0,7,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
j9xml1CxgXI,4,Waiting to Exhale (1995),1,0,159,23,640,480,1.33,1141,0,22,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2,63,0,1,0,0,0,0,0,0,0,0,0,33,40,19,0,0,0,25,0,0,0,0,0,0,0,0,0,9,62,28,34,27,17,0,9,1,0,9,0,11,0,0,0,0,0,0,2,0,0,0,0,0
2GfZl4kuVNI,6,Heat (1995),1,0,147,24,1920,1080,1.78,1049,0,115,0,12,5,1,11,0,9,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,5,127,0,0,0,0,0,0,0,0,0,1,0,21,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,20,0,0,4,0,4,0,0,0,0,2,0,0,0,1,0,0,4
twTksx_lWB4,7,Sabrina (1995),1,0,169,23,640,360,1.78,1453,0,127,0,0,0,0,4,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,14,277,10,0,0,0,1,0,0,0,1,3,0,27,87,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,32,0,8,0,0,22,0,0,0,16,0,1,0,0,0,0,0,12,0,0,0,0
-C-xXZyX2zU,8,Tom and Huck (1995),1,0,59,30,320,240,1.33,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcOqUE0u1LM,10,GoldenEye (1995),1,0,171,23,1920,1080,1.78,938,1,63,4,38,0,2,7,3,4,0,0,0,0,4,0,0,1,0,0,0,1,0,0,1,1,0,112,0,1,0,1,0,0,0,0,0,0,0,1,2,9,0,0,0,0,2,0,0,0,0,0,2,0,5,0,3,0,1,1,0,0,31,4,0,7,2,19,0,1,0,0,0,2,12,1,4,0,0,0
UrC75wUKoFM,11,"American President, The (1995)",1,0,169,29,640,356,1.8,1635,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,357,0,0,0,0,0,0,0,0,0,0,0,25,44,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,35,16,2,108,0,16,3,0,1,0,13,0,0,0,0,0,0,1,0,0,0,0,0
tVdn8JH91Dg,12,Dracula: Dead and Loving It (1995),1,0,119,29,854,480,1.78,709,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,2,0,0,0,0,0,0,0,0,0,168,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,21,0,0,0,4,0,0,0,1,0,0,0,0,0,0,25,0,0,1,0,0
