youtubeId,movieId,title,trailer_present,video downloaded,Durations,FPS,Width,Height,Aspect Ratio,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
XdxS8VAdwZ0,5693,Saturday Night Fever (1977),1,0,31,29,320,240,1.33,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EQ8ruUgGcs0,5694,Staying Alive (1983),1,0,29,29,482,360,1.34,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0
GySggLbBcI0,5696,Urban Cowboy (1980),1,0,29,29,640,480,1.33,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEup61jsTq8,5699,Tom Horn (1980),1,0,95,29,1280,720,1.78,543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,421,0,57,0,0,0,5,0,0,1,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D7s_2hNcQKE,5703,Wholly Moses (1980),1,0,144,23,412,240,1.72,620,0,0,1,4,0,9,5,12,0,0,1,0,0,27,0,0,0,102,1,1,1,0,0,0,5,0,5,0,0,1,2,0,7,1,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,0,0,0
qdK5W-S0sW4,5705,Xanadu (1980),1,0,137,25,1920,1080,1.78,711,0,0,3,0,0,4,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,18,0,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,28,0,0,0,0,0,0,0,0,0,0,22,0,2,1,0,0,0
NfrKfRu1tFQ,5707,Absence of Malice (1981),1,0,165,23,1920,1080,1.78,914,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,3,69,2,0,0,0,0,0,0,0,0,0,0,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,1,3,56,0,0,0,0,0,4,8,0,4,0,6,0,0,0,0,0,85,0,0,0,6,0,0
pE3gD4ihsWA,5710,Banana Joe (1981),1,0,199,25,320,240,1.33,1567,0,15,0,4,0,4,22,12,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,3,2,110,4,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,18,1,15,0,0,0,4,0,0,2,1,0,47,2,51,41,13,8,3,0,0,1,0,0,0,6,0,0,4,6,0,4,0,4,0,0
rDve1A5EAvk,5712,Blow Out (1981),1,0,125,23,1920,1080,1.78,315,0,21,0,0,1,1,13,0,4,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,1,9,0,0,0,10,0,8,0,0,0,0,15,0,0,0,0,2
2bQZnlxd1EI,5723,Continental Divide (1981),1,0,30,29,640,480,1.33,153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,8,1,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
